,college,State,City,Is Open Admission,Has Data,Average GPA,GPA Standard Deviation,Acceptance Rate,SAT Reading 25th,SAT Math 25th,SAT Composite 25th,SAT Reading 75th,SAT Math 75th,SAT Composite 75th,Average SAT Score,1st Rank SAT,2nd Rank SAT,3rd Rank SAT,4th Rank SAT,5th Rank SAT,ACT Reading SAT25th,ACT Math 25th,ACT Composite 25th,ACT Reading 75th,ACT Math 75th,ACT Composite 75th,Average ACT Score,1st Rank ACT,2nd Rank ACT,3rd Rank ACT,4th Rank ACT,5th Rank ACT,Average Class Rank,Class Rank Standard Deviation,1st Rank SAT Level,2nd Rank SAT Level,3rd Rank SAT Level,4th Rank SAT Level,1st Rank ACT Level,2nd Rank ACT Level,3rd Rank ACT Level,4th Rank ACT Level,Test Scores,High School GPA,High School Class Rank,Completion of College Preparatory Program,Recommendations,Demonstration of Competencies,AP Credit,Dual Credit,Credit for Life Experiences
275,Centura College-Norfolk,Virginia,Norfolk,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.771,0.456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
276,Centura College-Richmond Main,Virginia,Richmond,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.771,0.456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
277,Centura College-Virginia Beach,Virginia,Virginia Beach,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.771,0.456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
278,Cerritos College,California,Norwalk,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.771,0.456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
279,Cerro Coso Community College,California,Ridgecrest,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.771,0.456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
280,Chabot College,California,Hayward,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.771,0.456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
281,Chadron State College,Nebraska,Chadron,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.771,0.456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
282,Chaffey College,California,Rancho Cucamonga,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.771,0.456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
283,Chaminade University of Honolulu,Hawaii,Honolulu,False,True,3.325,0.488,94.7,490,490,980,580,570,1150,1070,97,95,92,87,87,17,17,19,23,22,23,21,97,95,92,87,87,44.74,0.41500000000000004,1150,1065,980,895,23,21,19,17,Required,Required,Recommended,Recommended,Recommended,Recommended,Yes,Yes,Yes
284,Champlain College,Vermont,Burlington,False,True,3.173,0.548,85.1,570,540,1110,670,650,1320,1220,91,85,77,66,66,23,22,24,30,28,29,26,91,85,79,71,71,64.265,0.447,1320,1215,1110,1005,29,26,24,22,Considered but not required,Required,Recommended,Recommended,Required,Required,Yes,No,No
285,Chapman University,California,Orange,False,True,3.578,0.5760000000000001,55.7,600,590,1190,680,700,1380,1290,68,56,43,31,31,25,24,25,34,28,31,28,68,56,43,31,31,87.735,0.456,1380,1285,1190,1095,31,28,25,22,Required,Required,Recommended,Required,Required,Required,Yes,Yes,No
286,Charles R Drew University of Medicine and Science,California,Los Angeles,True,False,N/A,N/A,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.735,0.456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
287,Charleston Southern University,South Carolina,Charleston,False,True,3.238,0.624,49.6,520,500,1020,620,580,1200,1110,63,50,37,26,26,19,18,20,26,24,31,25,64,50,38,28,28,64.39792982417427,11.199835088392678,1200,1110,1020,930,31,25,20,15,Required,Required,Considered but not required,Recommended,Recommended,Neither required nor recommended,Yes,Yes,No
288,Chatfield College,Ohio,Saint Martin,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.39792982417427,11.199835088392678,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
289,Chattahoochee Technical College,Georgia,Marietta,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.39792982417427,11.199835088392678,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
290,Chattahoochee Valley Community College,Alabama,Phenix City,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.39792982417427,11.199835088392678,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
291,Chattanooga College Medical Dental and Technical Careers,Tennessee,Chattanooga,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.39792982417427,11.199835088392678,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
292,Chattanooga State Community College,Tennessee,Chattanooga,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.39792982417427,11.199835088392678,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
293,Chemeketa Community College,Oregon,Salem,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.39792982417427,11.199835088392678,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
294,Chesapeake College,Maryland,Wye Mills,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.39792982417427,11.199835088392678,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
295,Cheyney University of Pennsylvania,Pennsylvania,Cheyney,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.39792982417427,11.199835088392678,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
296,Chicago State University,Illinois,Chicago,False,True,2.993,0.639,63.3,440,433,873,510,520,1030,950,74,63,50,37,37,15,16,16,21,20,19,17,78,63,54,46,46,63.883789513602395,13.592488768297518,1030,951,873,795,19,17,16,15,Required,Required,Neither required nor recommended,Recommended,Required,Recommended,Yes,Yes,Yes
297,Chief Dull Knife College,Montana,Lame Deer,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.883789513602395,13.592488768297518,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
298,Chipola College,Florida,Marianna,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.883789513602395,13.592488768297518,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
299,Chippewa Valley Technical College,Wisconsin,Eau Claire,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.883789513602395,13.592488768297518,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
300,Chowan University,North Carolina,Murfreesboro,False,True,2.884,0.41100000000000003,68.3,400,390,790,480,490,970,880,78,68,56,42,42,11,15,14,15,17,17,15,81,68,60,51,51,49.169,0.47700000000000004,970,880,790,700,17,15,14,13,Required,Required,Neither required nor recommended,Recommended,Recommended,Neither required nor recommended,Yes,Yes,No
301,Christopher Newport University,Virginia,Newport News,False,True,3.633,0.454,71.9,570,540,1110,650,630,1280,1200,81,72,60,47,47,N/A,N/A,22,N/A,N/A,27,24,83,72,63,52,52,72.45,0.484,1280,1195,1110,1025,27,24,22,20,Considered but not required,Required,Recommended,Required,Recommended,Considered but not required,Yes,Yes,No
302,Cincinnati State Technical and Community College,Ohio,Cincinnati,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.45,0.484,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,Cisco College,Texas,Cisco,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.45,0.484,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,Citadel Military College of South Carolina,South Carolina,Charleston,False,True,3.447,0.465,74.7,530,520,1050,620,610,1230,1140,84,75,64,51,51,20,19,20,25,25,25,22,85,75,66,56,56,62.634,0.591,1230,1140,1050,960,25,22,20,18,Required,Required,Recommended,Required,Neither required nor recommended,Neither required nor recommended,Yes,Yes,No
305,Citrus College,California,Glendora,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.634,0.591,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
306,City College of San Francisco,California,San Francisco,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.634,0.591,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
307,City College-Altamonte Springs,Florida,Altamonte Springs,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.634,0.591,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
308,City Colleges of Chicago-Harold Washington College,Illinois,Chicago,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.634,0.591,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
309,City Colleges of Chicago-Harry S Truman College,Illinois,Chicago,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.634,0.591,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
310,City Colleges of Chicago-Kennedy-King College,Illinois,Chicago,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.634,0.591,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
311,City Colleges of Chicago-Malcolm X College,Illinois,Chicago,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.634,0.591,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
312,City Colleges of Chicago-Olive-Harvey College,Illinois,Chicago,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.634,0.591,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
313,City Colleges of Chicago-Richard J Daley College,Illinois,Chicago,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.634,0.591,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
314,City Colleges of Chicago-Wilbur Wright College,Illinois,Chicago,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.634,0.591,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
315,City University of Seattle,Washington,Bellevue,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.634,0.591,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
316,Clackamas Community College,Oregon,Oregon City,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.634,0.591,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
317,Claflin University,South Carolina,Orangeburg,False,True,2.939,0.488,55.2,430,400,830,530,520,1050,940,68,55,42,30,30,14,15,15,19,18,19,17,68,55,42,30,30,60.052,0.484,1050,940,830,720,19,17,15,13,Required,Required,Recommended,Recommended,Neither required nor recommended,Neither required nor recommended,Yes,Yes,No
318,Claremont McKenna College,California,Claremont,False,True,3.883,0.605,10.3,670,690,1360,730,780,1510,1440,16,10,6,4,4,32,29,31,35,34,34,32,18,10,7,5,5,90.118,0.529,1510,1435,1360,1285,34,32,31,30,Required,Recommended,Recommended,Required,Required,Neither required nor recommended,Yes,No,No
319,Clarendon College,Texas, Clarendon,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90.118,0.529,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
320,Clarion University of Pennsylvania,Pennsylvania,Clarion,False,True,3.285,0.487,95,470,470,940,570,560,1130,1040,97,95,92,87,87,16,17,17,23,23,23,20,97,95,92,87,87,56.375,0.587,1130,1035,940,845,23,20,17,14,Required,Required,Considered but not required,Recommended,Recommended,Recommended,Yes,Yes,Yes
321,Clark Atlanta University,Georgia,Atlanta,False,True,3.115,0.5750000000000001,54.8,480,460,940,550,530,1080,1010,68,55,42,30,30,N/A,N/A,17,N/A,N/A,20,18,71,55,46,38,38,61.573,0.422,1080,1010,940,870,20,18,17,16,Required,Required,Neither required nor recommended,Required,Required,Neither required nor recommended,Yes,Yes,No
322,Clark College,Washington,Vancouver,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.573,0.422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,Clark State Community College,Ohio,Springfield,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.573,0.422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
324,Clarke University,Iowa,Dubuque,False,True,3.511,0.42,93.9,470,470,940,560,560,1120,1030,96,94,90,84,84,17,17,18,22,24,23,20,97,94,91,87,87,69.154,0.447,1120,1030,940,850,23,20,18,16,Required,Required,Recommended,Recommended,Neither required nor recommended,Neither required nor recommended,Yes,Yes,Yes
325,Clarkson University,New York,Potsdam,False,True,3.559,0.5640000000000001,74.6,560,600,1160,660,690,1350,1260,84,75,64,51,51,21,25,23,29,30,30,26,85,75,66,55,55,80.903,0.484,1350,1255,1160,1065,30,26,23,20,Required,Required,Required,Recommended,Required,Neither required nor recommended,Yes,Yes,No
326,Clatsop Community College,Oregon,Astoria,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.903,0.484,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
327,Clear Creek Baptist Bible College,Kentucky,Pineville,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.903,0.484,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
328,Cleary University,Michigan,Ann Arbor,True,False,N/A,N/A,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.903,0.484,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
329,Clemson University,South Carolina,Clemson,False,True,3.798,0.48,51.3,620,610,1230,690,710,1400,1320,64,51,38,26,26,27,25,27,34,30,32,29,66,51,41,31,31,86.513,0.41000000000000003,1400,1315,1230,1145,32,29,27,25,Required,Required,Considered but not required,Required,Neither required nor recommended,Neither required nor recommended,Yes,Yes,No
330,Cleveland Community College,North Carolina,Shelby,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.513,0.41000000000000003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
331,Cleveland Institute of Art,Ohio,Cleveland,False,True,3.374,0.629,69.6,530,480,1010,630,580,1210,1110,80,70,58,45,45,20,18,20,27,25,27,23,81,70,60,48,48,66.35260572227384,13.472205197230627,1210,1110,1010,910,27,23,20,17,Considered but not required,Required,Neither required nor recommended,Neither required nor recommended,Required,Required,Yes,Yes,No
332,Cleveland State University,Ohio,Cleveland,False,True,3.282,0.435,94,490,490,980,600,610,1210,1100,96,94,90,84,84,19,18,19,27,26,25,22,96,94,90,84,84,65.074,0.543,1210,1095,980,865,25,22,19,16,Required,Required,Recommended,Required,Neither required nor recommended,Neither required nor recommended,Yes,Yes,Yes
333,Clinton Community College,New York,Plattsburgh,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.074,0.543,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
334,Cloud County Community College,Kansas,Concordia,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.074,0.543,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
335,Clover Park Technical College,Washington,Lakewood,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.074,0.543,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
336,Clovis Community College,New Mexico,Clovis,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.074,0.543,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
337,Coahoma Community College,Mississippi,Clarksdale,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.074,0.543,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
338,Coastal Bend College,Texas,Beeville,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.074,0.543,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
339,Coastal Carolina Community College,North Carolina,Jacksonville,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.074,0.543,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
340,Coastal Carolina University,South Carolina,Conway,False,True,3.33,0.502,68.9,510,500,1010,590,580,1170,1090,79,69,57,44,44,18,17,19,24,24,24,21,81,69,59,49,49,62.5,0.596,1170,1090,1010,930,24,21,19,17,Required,Required,Considered but not required,Recommended,Recommended,Neither required nor recommended,Yes,Yes,No
341,Coastline Community College,California,Fountain Valley,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.5,0.596,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
